식품명	1회제공량
간편곤드레나물밥	250
게살볶음밥	225
울릉도 부지깽이 나물밥	225
비비고 햄야채볶음밥	200
담양 죽순밥	225
나시고랭	250
직화소불고기덮밥	230
고슬고슬한 곤드레나물밥	240
라이트잇 병아리콩잡곡밥&칠리닭가슴살슬라이스	210
유어스 김치볶음밥	230
연잎밥	210
비비고 버섯야채죽	450
비비고 녹두닭죽	450
비비고 김치낙지죽	450
비비고 통단팥죽	280
누룽지닭백숙죽	280
비비고 새우계란죽	450
오즈키친 단호박죽	450
오즈키친 영양닭죽	450
오즈키친 동지팥죽	450
영양닭죽	400
영양쇠고기죽	400
황태김치죽	285
참치죽(용기)	285
계란야채죽(용기)	285
고시히카리쌀죽	285
아침엔본죽 보양삼계죽	300
화끈짬뽕죽	300
본죽 일품참치야채죽	500
본죽 일품쇠고기미역죽	500
본죽 전복죽	271.5
본죽 야채죽	271.5
본죽 통단팥죽	270
본죽 단호박죽	270
본죽 일품해물죽	500
본죽 일품전복죽	500
양반 단호박죽	420
양반 쇠고기죽	420
양반 밤단팥죽	420
양반 전복죽	420
양반 홍게살죽	287
양반 고구마우유죽(용기)	285
양반 영양닭죽	285
양반 쇠고기미역죽	285
동원 데일리케어 쇠고기죽	287.5
양반 전복오곡죽	287.5
양반 쇠고기오곡죽	287.5
양반 명품 백합죽	402
양반 명품 전복죽	403
호박죽	285
전복죽	287.5
밤단팥죽	285
새송이쇠고기죽	287.5
큼직한 통새우전복죽	250
큼직한 새알동지팥죽	250
큼직한 쇠고기버섯죽	250
오곡 삼계죽	260
귀리소고기죽	260
현미 전복죽	260
청정원 우리쌀 야채죽	60
청정원 우리쌀 쇠고기죽	60
쇠고기죽	42
통곡물 닭죽	300
소고기 채소죽	220
한살림브로콜리새우죽	220
팥죽	230
호박죽	280
전복죽	250
단팥죽	250
단호박죽	250
야채죽	250
호박죽	280
팥죽	280
밤.단호박죽	450
사골소고기야채죽	450
진한전복죽	450
야채버섯죽	450
요리하다 바로죽 단호박	130
바로죽 현미&단팥	130
요리하다 바로죽 고구마	130
요리하다 삼계죽	250
소고기 야채죽	253
아워홈 단호박죽	270
아워홈 통단팥죽	270
소고기죽	320
황태콩나물해장국밥	271.5
매콤낙지덮밥	250
참치마요덮밥	217
진한쇠고기미역국밥	284
서울식설렁탕국밥	281
얼큰쇠고기전골밥	290
양송이비프카레밥	280
사천식직화짜장밥	280
버터장조림덮밥	250
곤드레나물보리밥	214
평양식온반	281.5
닭백숙누룽지탕	190
사천누룽지탕	190
햇반컵밥 강된장보리비빔밥	280
햇반컵밥 치킨마요덮밥	233
햇반컵밥 중화마파두부덮밥	270
햇반컵밥 닭곰탕밥	261
햇반컵밥 고추장제육덮밥	250
햇반컵밥 레드스파이시커리덮밥	280
미역국밥	167
불고기덮밥	250
자연드림컵밥 황태국컵밥	192
짜장컵밥	310
자연드림컵밥 미역국컵밥	192
자연드림컵밥 카레컵밥	310
종가집 우리쌀 컵 누룽지	60
큰컵밥 새우간짜장	340
육개장국밥	460
큰컵밥 강된장덮밥	340
누룽지미역국밥	77.5
누룽지황태국밥	80
귀리, 겉귀리, 도정, 생것	100
귀리, 쌀귀리, 도정, 생것	100
귀리, 오트밀	100
기장, 도정, 생것	100
기장, 찰기장, 도정, 생것	100
메밀, 도정, 생것	100
메밀, 도정, 가루	100
메밀 국수, 생것	100
메밀 국수, 생것, 삶은것	100
메밀 국수, 말린것	100
메밀 국수, 말린것, 삶은것	100
메밀 냉면, 말린것	100
메밀 냉면, 말린것, 삶은것	100
메밀묵, 생것	100
메밀묵, 가루	100
멥쌀, 배아미, 생것	100
멥쌀, 백미, 생것	100
멥쌀, 백미, 가루 	100
멥쌀, 칠분도미, 생것	100
멥쌀, 고아미2호, 백미, 생것	100
멥쌀, 고아미2호, 현미, 생것	100
멥쌀, 농림나1호, 칠분도미, 생것	100
멥쌀, 농림나1호, 현미, 생것	100
멥쌀, 미국산, 백미, 생것	100
멥쌀, 발아현미, 현미, 생것	100
멥쌀, 밭벼, 백미, 생것	100
멥쌀, 밭벼, 칠분도미, 생것	100
멥쌀, 새추청벼, 백미, 생것	100
멥쌀, 수라벼, 백미, 생것	100
멥쌀, 일미벼, 백미, 생것	100
멥쌀, 일미벼, 현미, 생것	100
멥쌀, 일본산, 백미, 생것	100
멥쌀, 일품벼, 백미, 생것	100
멥쌀, 일품벼, 현미, 생것	100
멥쌀, 중국산, 백미, 생것	100
멥쌀, 추청벼, 백미, 생것	100
멥쌀, 추청벼, 현미, 생것	100
멥쌀, 큰눈벼, 백미, 생것	100
멥쌀, 큰눈벼, 현미, 생것	100
멥쌀, 태국산, 백미, 생것	100
멥쌀, 통일벼, 백미, 생것	100
멥쌀, 통일벼, 현미, 생것	100
멥쌀, 하이아미, 백미, 생것	100
멥쌀, 향미벼, 백미, 생것	100
멥쌀, 호주산, 백미, 생것	100
멥쌀, 흑미벼, 현미, 생것	100
멥쌀, 흑진주벼, 현미, 생것	100
멥쌀, 히토메보레, 백미, 생것	100
멥쌀, 골든퀸3호, 백미, 생것	100
멥쌀, 골든퀸3호, 현미, 생것	100
멥쌀, 호품벼, 백미, 생것	100
멥쌀, 호품벼, 현미, 생것	100
멥쌀 과자	100
멥쌀 과자, 튀밥, 팽화	100
멥쌀 과자, 쌀엿강정, 팽화	100
멥쌀 국수, 말린것	100
멥쌀떡, 가래떡	100
멥쌀떡, 가래떡, 흑미	100
멥쌀떡, 개피떡	100
멥쌀떡, 개피떡, 쑥	100
멥쌀떡, 꿀떡	100
멥쌀떡, 무지개떡	100
멥쌀떡, 백설기	100
멥쌀떡, 백설기, 검정콩	100
멥쌀떡, 송편, 검정콩	100
멥쌀떡, 송편, 팥	100
멥쌀떡, 송편, 깨	100
멥쌀떡, 모싯잎송편, 동부(국내산)	100
멥쌀떡, 모싯잎송편, 동부(수입산)	100
멥쌀떡, 시루떡	100
멥쌀떡, 절편	100
멥쌀떡, 증편	100
멥쌀떡, 증편, 건포도, 깨	100
멥쌀미음, 백미	100
멥쌀미음, 칠분도미	100
멥쌀미음, 현미	100
멥쌀밥, 쪄서 말린것	100
멥쌀밥, 누룽지	100
멥쌀밥, 백미	100
멥쌀밥, 칠분도미	100
멥쌀밥, 현미	100
멥쌀밥, 농림나1호, 백미	100
멥쌀밥, 농림나1호, 칠분도미	100
멥쌀밥, 농림나1호, 현미	100
멥쌀밥, 밭벼, 백미	100
멥쌀밥, 밭벼, 칠분도미	100
멥쌀밥, 밭벼, 현미	100
멥쌀밥, 새추청벼, 백미	100
멥쌀밥, 수라벼, 백미	100
멥쌀밥, 일품벼, 백미	100
멥쌀밥, 추청벼, 백미	100
즉석밥, 누룽지	100
즉석밥, 누룽지, 끓는물 부음	100
즉석밥, 잡곡밥(멥쌀, 찹쌀, 흑미, 팥, 기장, 찰수수)	100
즉석밥, 백미	100
멥쌀죽, 백미	100
멥쌀죽, 현미	100
멥쌀죽, 칠분도미	100
밀, 통밀, 생것	100
밀, 도정, 생것	100
밀, 강력밀가루	100
밀, 금강밀, 도정, 생것	100
밀, 도우넛가루	100
밀, 박력밀가루	100
밀, 부침가루	100
밀, 빵가루	100
밀, 신미찰밀, 도정, 생것	100
밀, 중력밀가루	100
밀, 통밀가루 	100
밀, 튀김가루	100
밀, 팬케이크가루	100
밀, 흑밀, 도정, 생것	100
밀, 카무트, 미국산, 말린것	100
과자, 건빵	100
과자, 만주, 밤	100
과자, 모나카	100
과자, 비스킷, 하드	100
과자, 비스킷, 소프트	100
과자, 사과파이	100
과자, 전병	100
과자, 김전병	100
과자, 스넥, 새우	100
과자, 스넥, 옥수수	100
과자, 약과	100
과자, 대추꿀약과	100
과자, 와플 	100
과자, 잼 와플	100
과자, 커스터드 크림 와플	100
과자, 바닐라 웨하스	100
과자, 초코볼	100
과자, 초코파이	100
과자, 쿠키, 통밀	100
과자, 쿠키, 땅콩버터	100
과자, 쿠키, 초코칩	100
과자, 쿠키, 버터	100
과자, 크랙커	100
과자, 크랙커, 땅콩샌드	100
과자, 크랙커, 치즈샌드	100
과자, 크랙커, 채소	100
과자, 피칸파이	100
과자, 뻥튀기, 원반 모양, 팽화	100
과자, 마카로니 과자, 튀긴것	100
국수, 생것	100
국수, 소면, 말린것	100
국수, 소면, 말린것, 삶은것	100
국수, 우동, 생것	100
국수, 우동, 생것, 삶은것	100
국수, 중국국수, 생면	100
국수, 중국국수, 생면, 삶은것	100
국수, 중국국수, 말린것	100
국수, 중국국수, 말린것, 삶은것	100
국수, 중국국수, 증숙, 생것	100
국수, 중면, 말린것	100
국수, 중면, 말린것, 삶은것	100
국수, 쫄면, 말린것	100
국수, 칼국수, 생것	100
국수, 칼국수, 생것, 삶은것	100
국수, 칼국수 , 반건조	100
라면, 말린것	100
라면, 말린것, 삶은것	100
빵, 건포도빵	100
빵, 곰보빵	100
빵, 꽈배기	100
빵, 팥 도우넛	100
빵, 링 도우넛	100
빵, 하드 롤빵	100
빵, 소프트 롤빵	100
빵, 마늘빵	100
빵, 우유 머핀	100
빵, 잉글리쉬 머핀	100
빵, 모닝빵	100
빵, 모카빵	100
빵, 바게트빵	100
빵, 달걀 베이글	100
빵, 식빵	100
빵, 식빵, 베타카로틴 첨가	100
빵, 식빵, 옥수수	100
빵, 우유 식빵	100
빵, 옥수수빵	100
빵, 잼빵	100
빵, 찐빵, 팥	100
빵, 채소 찐빵	100
빵, 단호박 찐빵	100
빵, 카스텔라	100
빵, 크로와상	100
빵, 버터 크로와상	100
빵, 크로켓	100
빵, 채소 크로켓	100
빵, 크림빵	100
빵, 버터 크림빵	100
빵, 팥빵	100
빵, 페이스트리	100
빵, 치즈 페이스트리	100
빵, 과일 페이스트리	100
빵, 붕어빵, 팥	100
빵, 소시지빵	100
빵, 난	100
케이크, 과일(후르츠)	100
케이크, 롤케이크	100
케이크, 배 케이크	100
케이크, 생크림 블루베리	100
케이크, 쇼튼드 케이크	100
케이크, 스펀지 케이크	100
케이크, 엔젤푸드 케이크	100
케이크, 초콜릿 케이크	100
케이크, 치즈 케이크	100
케이크, 파운드 케이크	100
케이크, 팬케이크	100
파스타, 마카로니, 말린것	100
파스타, 마카로니, 말린것, 삶은것	100
파스타, 스파게티, 말린것	100
파스타, 스파게티, 말린것, 삶은것	100
보리, 두산8호, 도정, 생것	100
보리, 서둔찰보리, 도정, 생것	100
보리, 쌀보리, 도정, 생것	100
보리, 겉보리, 압맥	100
보리, 겉보리, 할맥	100
보리, 볶은것	100
보리, 가루	100
보리, 껍질 포함, 가루	100
보리, 미숫가루	100
보리, 엿기름, 말린것	100
보리, 찰보리, 도정, 생것	100
보리, 늘보리, 도정, 생것	100
보리, 찰보리, 할맥	100
수수, 통수수, 생것	100
수수, 도정, 생것	100
수수, 찰수수, 도정, 생것	100
수수떡, 수수경단	100
시리얼, 옥수수, 아몬드	100
시리얼, 옥수수	100
시리얼, 현미	100
시리얼, 옥수수, 그래놀라, 코코넛 	100
시리얼, 옥수수, 그래놀라, 건조과일 	100
시리얼, 쌀	100
시리얼, 코코아	100
아마란스, 노란색, 건조	100
아마란스, 붉은색, 건조	100
옥수수, 단옥수수, 생것	100
옥수수, 단옥수수, 찐것	100
옥수수, 메옥수수, 생것	100
옥수수, 메옥수수, 말린것	100
옥수수, 메옥수수, 삶은것	100
옥수수, 메옥수수, 구운것	100
옥수수, 찰옥수수, 생것	100
옥수수, 찰옥수수, 말린것	100
옥수수, 가루	100
옥수수, 크림, 통조림	100
옥수수, 홀커넬, 통조림	100
옥수수, 가당, 통조림	100
옥수수 과자, 강냉이	100
옥수수 과자, 콘칩	100
옥수수 과자, 팝콘, 전자레인지 조리	100
옥수수 묵	100
옥수수 샐러드, 콘샐러드	100
율무, 도정, 생것	100
율무 국수, 말린것	100
율무죽	100
잡곡, 현미, 찹쌀, 현미찹쌀, 보리 등 생것	100
조, 메조, 도정, 생것	100
조, 메조, 도정, 찐것	100
조, 차조, 도정, 생것	100
찹쌀, 가루	100
찹쌀, 백미, 생것	100
찹쌀, 현미, 생것	100
찹쌀, 찹쌀미숫가루 	100
찹쌀, 화선찰벼, 백미, 생것	100
찹쌀, 동진찰벼, 백미, 생것	100
찹쌀, 동진찰벼, 현미, 생것	100
찹쌀 과자, 검정깨 다식	100
찹쌀 과자, 송화 다식	100
찹쌀 과자, 산자	100
찹쌀 과자, 유과	100
찹쌀 과자, 전병	100
찹쌀 국수, 흑미찰국수	100
찹쌀떡	100
찹쌀떡, 경단 카스텔라	100
찹쌀떡, 모듬찰떡	100
찹쌀떡, 약식	100
찹쌀떡, 인절미, 팥고물	100
찹쌀떡, 인절미, 콩고물	100
찹쌀떡, 찰시루떡	100
찹쌀빵, 찹쌀도우넛	100
퀴노아, 쪄서 말린것	100
피, IEC525(NO.5), 도정, 생것	100
호밀, 가루 	100
호밀, 통호밀, 생것	100
호밀빵	100
감자, 대지, 생것	100
감자, 대지, 삶은것	100
감자, 대지, 찐것	100
감자, 대지, 구운것	100
감자, 부침가루 	100
감자, 수미, 생것	100
감자, 수미, 삶은것	100
감자, 수미, 찐것	100
감자, 수미, 구운것	100
감자, 자색, 생것	100
감자, 자색, 찐것	100
감자, 자심, 생것	100
감자, 보라밸리, 생것	100
감자, 보라밸리, 삶은것	100
감자, 로즈, 생것	100
감자, 로즈, 삶은것	100
감자 과자, 감자칩, 구운것	100
감자 과자, 감자칩, 튀긴것	100
감자 튀김, 튀긴것	100
감자 튀김, 해쉬브라운, 튀긴것	100
감자 샐러드	100
으깬감자	100
고구마, 말린것	100
고구마, 찐것	100
고구마, 베니하루까, 생것	100
고구마, 분질(밤) 고구마, 생것	100
고구마, 분질(밤) 고구마, 찐것	100
고구마, 분질(밤) 고구마, 구운것	100
고구마, 신율미, 생것	100
고구마, 신자미, 생것	100
고구마, 연황미, 생것	100
고구마, 점질(호박) 고구마, 생것	100
고구마, 점질(호박) 고구마, 찐것	100
고구마, 점질(호박) 고구마, 구운것	100
고구마, 주황미, 생것	100
고구마, 진홍미, 생것	100
당면, 고구마, 말린것	100
당면, 고구마, 삶은것	100
당면, 고구마, 감자, 말린것	100
곤약(구약나물), 가루 	100
곤약(구약나물), 국수형, 생것	100
곤약(구약나물), 판형, 생것	100
돼지감자, 생것	100
돼지감자, 말린것	100
돼지감자, 삶은것	100
마, 단마, 생것	100
마, 장마, 생것	100
마, 장마, 삶은것	100
마, 둥근마, 생것	100
아피오스감자, 생것	100
야콘, 뿌리, 생것	100
전분, 감자, 가루	100
전분, 고구마, 가루 	100
전분, 밀, 가루	100
전분, 쌀, 가루	100
전분, 옥수수, 가루	100
전분, 옥수수, 밀, 가루 	100
전분, 칡뿌리, 가루	100
천마, 생것	100
천마, 찐것	100
칡뿌리, 생것	100
칡즙	100
토란, 생것	100
토란, 삶은것	100
토란, 찐것	100
히카마(얌빈), 생것	100
히카마(얌빈), 삶은것	100
과당	100
껌, 츄잉껌	100
껌, 풍선껌	100
껌, 무설탕	100
꿀	100
꿀, 들깨	100
꿀, 밤	100
꿀, 싸리	100
꿀, 아카시아	100
꿀, 잡화	100
꿀, 토종	100
당밀, 가공당	100
로얄제리	100
엿, 고구마	100
물엿	100
사탕, 드롭스	100
사탕, 마쉬멜로	100
사탕, 박하사탕	100
사탕, 버터	100
사탕, 땅콩	100
설탕, 가루 	100
설탕, 각설탕	100
설탕, 백설탕	100
설탕, 빙설탕	100
설탕, 황설탕	100
설탕, 흑설탕	100
시럽, 단풍나무	100
시럽, 초코	100
양갱, 팥	100
젤라틴, 디저트용, 가루 	100
조청, 감 	100
조청, 고구마	100
조청, 도라지	100
조청, 배	100
조청, 산수유	100
조청, 쌀	100
조청, 오가피	100
초콜릿, 다크 초콜릿	100
초콜릿, 땅콩 초콜릿	100
초콜릿, 밀크 아몬드 초콜릿	100
초콜릿, 밀크 초콜릿	100
초콜릿, 스위트 초콜릿	100
초콜릿, 화이트 초콜릿	100
카라멜, 밀크(우유)	100
포도당	100
푸딩, 바닐라 가루, 우유에 섞은것	100
푸딩, 커스터드	100
강낭콩, 생것	100
강낭콩, 말린것	100
강낭콩, 삶은것	100
녹두, 말린것	100
녹두, 삶은것	100
녹두 빈대떡, 가루 	100
녹두 빈대떡가루, 반죽	100
녹두 국수, 말린것	100
녹두묵	100
동부, 생것	100
